iter	Passed	Remaining
795	3615	5468
796	3622	5468
797	3626	5462
798	3630	5457
799	3634	5452
800	3639	5447
801	3643	5442
802	3647	5437
803	3651	5432
804	3655	5426
805	3660	5422
806	3664	5417
807	3668	5412
808	3673	5407
809	3677	5402
810	3681	5397
811	3686	5392
812	3690	5388
813	3694	5383
814	3698	5378
815	3702	5372
816	3707	5367
817	3711	5362
818	3715	5357
819	3719	5352
820	3723	5347
821	3728	5342
822	3732	5337
823	3736	5332
824	3740	5327
825	3744	5322
826	3748	5317
827	3753	5312
828	3757	5307
829	3761	5302
830	3765	5297
831	3769	5292
832	3773	5287
833	3777	5281
834	3782	5276
835	3786	5271
836	3790	5266
837	3794	5261
838	3798	5256
839	3803	5252
840	3807	5246
841	3811	5241
842	3815	5236
843	3819	5231
844	3823	5225
845	3827	5220
846	3831	5215
847	3835	5210
848	3840	5206
849	3844	5201
850	3848	5196
851	3852	5191
852	3857	5186
853	3861	5181
854	3865	5176
855	3869	5171
856	3874	5166
857	3877	5161
858	3882	5156
859	3886	5151
860	3890	5147
861	3895	5142
862	3899	5137
863	3904	5133
864	3908	5128
865	3912	5123
866	3916	5118
867	3920	5112
868	3924	5107
869	3928	5102
870	3933	5098
871	3937	5093
872	3941	5088
873	3945	5083
874	3950	5078
875	3954	5074
876	3958	5069
877	3962	5063
878	3966	5058
879	3970	5053
880	3974	5048
881	3978	5042
882	3981	5037
883	3985	5031
884	3990	5027
885	3994	5022
886	3999	5018
887	4004	5014
888	4008	5009
889	4012	5004
890	4016	4999
891	4020	4994
892	4024	4989
893	4028	4984
894	4032	4978
895	4036	4973
896	4041	4969
897	4046	4965
898	4050	4961
899	4054	4956
900	4059	4951
901	4063	4946
902	4068	4942
903	4072	4937
904	4076	4932
905	4080	4927
906	4084	4922
907	4088	4916
908	4092	4912
909	4097	4907
910	4102	4903
911	4106	4898
912	4110	4894
913	4114	4888
914	4118	4883
915	4122	4878
916	4127	4874
917	4131	4869
918	4135	4864
919	4139	4859
920	4143	4854
921	4147	4849
922	4151	4843
923	4155	4838
924	4159	4833
925	4163	4828
